delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
0,7,1,7,13,11,LGA,ORD,733,UA
1,9,7,5,15,14,MSP,ORD,334,UA
1,8,2,4,12,10,SFO,SLC,599,OO
1,8,5,7,18,11,PHX,ATL,1587,US
0,12,8,6,13,12,SAN,LAX,109,OO
1,1,2,2,13,7,DEN,LGA,1619,UA
0,11,26,1,13,12,LAX,LAS,236,US
1,8,20,1,17,17,DTW,ORD,235,AA
0,8,25,6,12,10,DFW,ORD,802,AA
0,12,27,4,19,17,DCA,ORD,612,UA
0,10,28,7,21,20,CVG,ORD,264,OO
1,9,30,7,18,15,MSP,CVG,596,OH
0,9,6,4,11,7,IAH,DTW,1076,CO
0,1,23,2,12,10,ATL,DEN,1199,DL
1,7,11,3,20,20,DFW,PHX,868,US
0,11,7,3,9,7,LAS,PHX,256,WN
1,8,4,6,18,16,MCO,ORD,1005,AA
0,11,23,5,15,13,CLT,DEN,1337,US
1,8,5,7,18,16,ORD,PHX,1440,US
1,12,28,5,10,7,SEA,DEN,1024,UA
1,12,15,6,14,12,DTW,LGA,501,MQ
1,9,21,5,22,20,ORD,SEA,1721,AA
1,11,24,6,16,9,LAS,ATL,1747,DL
1,9,12,3,14,10,SEA,DEN,1024,F9
0,6,15,5,17,15,BOS,ORD,867,AA
0,6,20,3,17,12,PHX,MSP,1276,NW
0,1,19,5,22,20,PHL,LAS,2176,US
1,12,6,4,16,14,PHX,SEA,1107,US
0,12,12,3,10,7,JFK,SFO,2586,AA
1,4,6,5,14,11,IAH,ORD,925,XE
0,9,25,2,9,7,CLT,PHL,448,US
0,1,27,6,10,8,MCO,DEN,1545,UA
1,5,10,4,23,18,LAS,MDW,1521,WN
1,11,19,1,22,19,MCO,EWR,938,B6
1,11,19,1,14,13,DTW,MSP,528,NW
1,12,21,5,11,9,BOS,LGA,185,MQ
1,12,17,1,18,15,DEN,ORD,888,AA
1,6,24,7,15,6,SFO,JFK,2586,DL
1,10,21,7,20,15,DFW,LGA,1389,AA
0,11,18,7,19,18,DEN,LAS,629,F9
1,11,16,5,15,8,SAN,DTW,1957,NW
1,12,21,5,21,17,JFK,SAN,2446,B6
0,6,24,7,14,13,CVG,IAH,871,OH
1,12,6,4,21,19,DFW,ORD,802,AA
0,12,13,4,10,8,ATL,CVG,373,DL
0,8,31,5,9,7,LGA,CLT,544,OH
0,8,18,6,8,7,PHX,LAS,256,US
0,8,1,3,15,13,EWR,ORD,719,CO
1,5,25,5,20,18,DCA,LGA,214,MQ
1,7,11,3,22,20,ORD,LAX,1745,AA
0,12,4,2,18,14,IAH,DCA,1208,CO
0,2,20,2,22,20,MCO,ATL,403,FL
0,3,19,1,16,15,ORD,MSP,334,UA
1,11,16,5,12,10,DTW,LGA,501,MQ
0,9,11,2,13,8,IAH,EWR,1400,CO
1,2,28,3,16,14,IAD,LAS,2066,UA
1,12,14,5,10,8,BOS,BWI,370,OH
0,11,13,2,20,17,IAH,ORD,925,CO
1,12,4,2,15,13,SLC,PHX,507,WN
1,8,5,7,23,20,ATL,LGA,761,DL
1,10,3,3,20,18,JFK,DCA,213,OH
0,4,15,7,15,10,DEN,DCA,1476,UA
0,4,27,5,21,20,SAN,LAS,258,US
1,10,6,6,15,13,CLT,BOS,728,US
1,4,25,3,6,22,SEA,BOS,2496,AS
1,2,23,5,22,20,BWI,BOS,370,OH
0,9,12,3,8,6,LAS,PHX,256,US
1,5,22,2,15,13,DTW,ATL,594,NW
0,12,4,2,20,14,SFO,ORD,1846,UA
1,12,23,7,8,6,IAH,ATL,689,DL
0,8,27,1,12,11,DCA,ATL,547,DL
1,8,14,2,14,11,ORD,PHL,678,AA
0,12,4,2,11,10,SFO,LAX,337,UA
0,2,19,1,16,15,LAX,SAN,109,MQ
0,12,30,7,21,13,LAX,EWR,2454,CO
1,5,20,7,1,19,SEA,MDW,1733,WN
1,12,25,2,22,18,MSP,ATL,906,FL
1,12,18,2,17,15,SLC,SFO,599,OO
1,9,13,4,17,16,ATL,LAS,1747,DL
0,12,13,4,9,6,BOS,SFO,2704,UA
1,3,5,1,21,18,JFK,LAS,2248,B6
1,8,16,4,20,18,DFW,ORD,802,AA
1,9,16,7,19,17,ORD,DFW,802,AA
0,11,14,3,13,10,MCO,BOS,1121,B6
0,10,13,6,19,17,PHL,DEN,1557,F9
1,12,20,4,15,13,DTW,BOS,632,NW
1,7,30,1,20,18,LGA,CLT,544,OH
1,2,28,3,10,7,BOS,LAS,2381,US
0,9,29,6,17,12,LAS,ORD,1515,UA
1,7,8,7,16,12,DFW,PHL,1302,AA
0,11,8,4,12,10,ORD,LAX,1745,UA
0,7,16,1,21,17,DEN,MDW,895,F9
0,5,17,4,19,18,LAX,SAN,109,OO
1,11,29,4,10,8,CVG,SLC,1449,DL
1,9,13,4,7,6,LGA,BOS,185,US
0,12,15,6,13,12,DTW,LAS,1750,NW
0,2,26,1,23,21,DEN,SLC,391,F9
1,5,23,3,18,17,DTW,CLT,500,NW
0,11,29,4,20,16,DEN,IAH,861,CO
1,7,13,5,8,7,ATL,CVG,373,EV
1,11,18,7,18,15,LAS,DEN,629,UA
0,9,28,5,23,22,ORD,DEN,888,UA
1,8,5,7,18,16,DFW,SLC,988,AA
1,5,20,7,21,19,LAS,SFO,414,UA
1,6,21,4,8,6,PHX,DEN,602,UA
1,4,20,5,18,17,CVG,ORD,264,MQ
1,2,19,1,21,17,LAS,DFW,1055,AA
1,11,3,6,14,11,EWR,IAH,1400,CO
1,6,19,2,10,9,LGA,ORD,733,UA
1,9,14,5,17,16,SLC,PHX,507,DL
1,11,19,1,16,13,LGA,ATL,761,DL
0,9,26,3,8,7,ORD,PHX,1440,AA
0,6,23,6,23,21,BOS,DEN,1754,B6
0,11,8,4,21,19,IAD,LAX,2288,UA
1,5,25,5,18,16,BOS,BWI,370,OH
1,11,20,2,10,8,ATL,BWI,576,DL
1,11,26,1,7,6,DFW,DEN,641,F9
1,11,20,2,17,10,LAX,ATL,1946,DL
1,10,9,2,15,12,MCO,LGA,950,AA
1,2,26,1,14,12,SFO,LAX,337,AA
1,1,14,7,20,18,ORD,LAS,1515,UA
0,11,20,2,21,19,BWI,MDW,611,WN
0,11,1,4,13,12,ORD,DEN,888,AA
0,11,5,1,18,16,DCA,ATL,547,FL
1,10,25,4,5,23,LAS,ORD,1515,UA
0,10,27,6,14,11,SFO,DEN,967,UA
0,1,1,1,0,23,LAS,LAX,236,US
0,10,11,4,13,12,SAN,PHX,304,WN
0,4,11,3,10,9,MCO,ATL,403,DL
1,9,21,5,23,19,ORD,BOS,867,UA
1,1,21,7,19,16,BOS,IAH,1597,CO
0,11,30,5,13,10,DCA,PHX,1979,US
1,10,25,4,12,10,ATL,LGA,761,AA
0,9,23,7,20,15,PHX,DFW,868,AA
0,3,1,4,22,19,LAX,DEN,862,F9
1,8,21,2,23,19,ORD,MCO,1005,UA
0,1,23,2,8,7,DFW,LAS,1055,US
0,5,6,7,21,17,ORD,PHL,678,UA
1,11,9,5,17,15,DCA,MCO,759,US
0,5,24,4,16,13,ORD,CLT,599,MQ
0,3,16,5,18,16,DTW,ATL,594,FL
0,2,1,4,13,11,SEA,SFO,679,UA
0,9,12,3,13,11,MCO,DFW,984,AA
0,12,7,5,10,7,LAX,SLC,590,OO
0,12,6,4,13,12,LAS,LAX,236,MQ
1,9,7,5,13,12,LGA,ORD,733,AA
1,12,20,4,16,15,MCO,IAH,853,CO
0,7,26,4,10,9,IAD,MDW,577,WN
1,10,19,5,21,20,CLT,PHL,448,US
0,10,22,1,16,14,MCO,DFW,984,AA
0,8,11,6,17,11,DEN,JFK,1626,DL
0,3,13,2,21,12,LAX,JFK,2475,DL
0,6,20,3,17,15,DFW,SFO,1464,AA
0,9,15,6,13,10,JFK,MCO,944,B6
0,7,29,7,8,6,EWR,PHX,2133,CO
1,12,28,5,12,9,ORD,LAX,1745,AA
1,11,6,2,14,12,DTW,SEA,1927,NW
0,6,23,6,22,20,PHL,MCO,861,US
1,12,27,4,19,16,PHX,DFW,868,US
1,10,5,5,20,19,DTW,LGA,501,MQ
1,2,25,7,19,16,PHL,LAX,2401,US
0,10,12,5,19,17,ORD,SAN,1723,UA
1,3,8,4,0,21,LAS,SEA,866,AS
0,8,13,1,0,22,LAS,SEA,866,AS
0,10,8,1,23,21,LAS,DEN,629,F9
0,12,9,7,22,18,JFK,PHX,2153,B6
0,9,18,2,9,6,JFK,LAS,2248,B6
1,10,15,1,22,17,DFW,EWR,1372,CO
0,9,28,5,18,15,SFO,SLC,599,OO
1,9,22,6,15,14,SAN,SFO,447,WN
1,5,24,4,20,19,LAX,LAS,236,WN
1,10,4,4,15,12,ORD,JFK,740,OH
1,11,21,3,14,13,CLT,LGA,544,US
1,1,12,5,16,15,ATL,ORD,606,DL
1,7,22,7,18,17,SFO,LAX,337,AA
1,10,6,6,21,19,ORD,SAN,1723,AA
1,8,23,4,14,13,DTW,MSP,528,NW
0,5,26,6,11,10,LAS,LAX,236,UA
0,2,6,2,13,11,SEA,LAS,866,AS
0,5,10,4,10,7,PHX,DEN,602,YV
1,7,26,4,12,8,DEN,ORD,888,UA
1,6,7,4,16,14,ORD,IAH,925,CO
1,6,14,4,21,17,IAH,DCA,1208,CO
0,8,16,4,7,6,JFK,BOS,187,B6
0,10,7,7,22,19,LGA,CLT,544,MQ
0,8,5,7,18,10,PHX,JFK,2153,DL
1,1,9,2,20,19,DCA,EWR,199,CO
1,10,5,5,18,17,LAS,SFO,414,UA
1,10,1,1,10,9,MSP,ORD,334,AA
1,5,25,5,20,19,DTW,ORD,235,YV
0,5,22,2,8,6,PHL,DFW,1302,AA
1,10,5,5,18,15,DEN,ORD,888,UA
0,2,23,5,8,7,DTW,CLT,500,YV
0,9,21,5,13,13,LAX,SAN,109,OO
0,10,12,5,11,8,DEN,IAH,861,OO
0,4,30,1,18,17,DEN,SLC,391,OO
0,8,24,5,13,12,BWI,BOS,370,FL
1,6,22,5,20,15,DFW,EWR,1372,CO
1,12,31,1,13,11,JFK,MCO,944,DL
0,11,15,4,15,15,LAX,SAN,109,OO
1,2,28,3,19,17,CLT,BOS,728,US
1,2,8,4,20,19,PHX,SLC,507,OO
1,10,12,5,18,17,SAN,LAS,258,WN
0,1,26,5,22,20,MCO,EWR,938,CO
1,9,24,1,18,14,BOS,SFO,2704,UA
1,1,21,7,18,16,DCA,ATL,547,FL
0,11,20,2,15,13,ATL,DFW,732,AA
1,2,23,5,20,17,JFK,DTW,508,OH
1,1,5,5,12,10,CVG,ATL,373,DL
1,2,2,5,20,17,IAD,SEA,2306,UA
0,3,12,1,10,9,EWR,BOS,200,CO
1,10,3,3,16,15,DTW,DEN,1123,UA
1,3,18,7,13,12,SAN,PHX,304,US
0,4,19,4,13,10,ORD,SFO,1846,AA
1,7,18,3,0,22,CLT,BOS,728,US
0,10,21,7,12,10,MSP,DTW,528,NW
0,8,28,2,13,11,CLT,MCO,468,US
0,10,26,5,10,7,SFO,DEN,967,UA
0,5,15,2,18,17,IAH,PHX,1009,CO
1,12,9,7,16,13,DEN,DFW,641,F9
1,10,21,7,18,17,BWI,CVG,430,EV
1,12,12,3,12,10,MCO,DFW,984,AA
1,11,29,4,9,8,LGA,DCA,214,DL
0,12,25,2,11,9,DTW,SFO,2079,NW
1,8,29,3,16,15,DEN,LAS,629,UA
1,5,13,7,23,22,DTW,MSP,528,NW
0,11,13,2,5,22,SFO,ATL,2139,DL
0,12,2,7,14,12,IAD,ATL,533,FL
0,6,22,5,12,11,PHX,LAS,256,WN
0,12,23,7,12,7,IAH,LGA,1416,CO
0,6,18,1,13,12,IAD,PHL,134,YV
0,7,23,1,14,7,PHX,CLT,1774,US
1,1,20,6,9,7,EWR,DEN,1605,UA
0,12,17,1,18,15,MSP,DCA,931,NW
1,12,25,2,13,11,DTW,EWR,487,XE
1,11,19,1,17,16,PHX,SFO,651,UA
1,12,6,4,10,7,PHL,LAS,2176,US
1,6,28,4,21,19,SFO,LAX,337,UA
0,6,3,7,23,22,LAX,PHX,370,OO
0,12,4,2,10,6,DFW,DCA,1192,AA
0,8,7,2,15,9,LAS,ORD,1515,AA
0,11,27,2,19,17,ORD,DTW,235,MQ
0,12,9,7,17,10,LAS,ATL,1747,DL
0,4,28,6,9,7,BWI,IAH,1235,CO
1,7,24,2,18,16,LGA,CVG,585,OH
0,7,16,1,22,19,JFK,LAX,2475,UA
1,8,11,6,18,16,BWI,PHX,1999,US
0,3,26,1,16,14,BOS,DCA,399,US
0,3,22,4,7,6,IAH,DFW,224,AA
1,5,3,4,12,11,CVG,EWR,569,XE
1,12,25,2,20,15,DEN,MCO,1545,F9
0,12,28,5,19,18,DTW,BWI,408,WN
0,2,5,1,13,11,MSP,CVG,596,OH
1,10,21,7,16,15,ATL,ORD,606,UA
0,11,2,5,12,11,MSP,ORD,334,NW
0,12,5,3,12,9,IAH,DTW,1076,NW
0,3,26,1,23,16,LAS,JFK,2248,B6
0,10,4,4,17,16,LAS,LAX,236,UA
1,9,7,5,18,17,BOS,ORD,867,UA
1,2,22,4,22,21,ATL,BWI,576,FL
0,9,28,5,15,13,ORD,DFW,802,AA
0,9,9,7,14,9,LAS,DFW,1055,US
1,7,7,6,0,18,DEN,BOS,1754,UA
0,10,31,3,23,21,ATL,DTW,594,DL
1,7,1,7,20,17,PHL,SFO,2521,US
0,10,23,2,10,9,ORD,DEN,888,UA
0,8,30,4,19,15,MSP,ATL,906,DL
1,1,18,4,21,19,BOS,PHL,280,US
1,11,25,7,22,20,DEN,SLC,391,UA
1,8,8,3,15,14,BOS,EWR,200,CO
0,12,18,2,13,12,BOS,LGA,185,DL
1,11,26,1,13,10,MCO,JFK,944,B6
1,8,4,6,9,6,EWR,SFO,2565,UA
1,8,22,3,9,8,DTW,IAH,1076,CO
1,8,1,3,21,13,SFO,JFK,2586,AA
0,2,14,3,12,11,DFW,SAN,1171,AA
0,10,17,3,17,13,MSP,LGA,1020,AA
0,12,8,6,14,11,ORD,ATL,606,AA
0,10,3,3,5,23,SLC,ATL,1589,DL
0,3,2,5,11,7,DFW,MCO,984,AA
0,11,18,7,12,9,LAX,DEN,862,UA
0,9,29,6,21,20,LAX,SAN,109,MQ
1,5,29,2,13,6,SEA,ATL,2182,DL
0,1,8,1,20,19,BWI,MDW,611,WN
0,2,8,4,13,12,PHX,LAS,256,WN
0,4,11,3,12,11,BOS,LGA,185,US
0,9,17,1,14,11,ORD,BOS,867,AA
1,10,28,7,13,10,JFK,SFO,2586,B6
0,1,15,1,18,15,SAN,DEN,853,UA
0,9,28,5,18,17,BWI,CVG,430,EV
0,9,28,5,20,16,SLC,IAH,1195,DL
0,10,17,3,18,15,JFK,SFO,2586,UA
1,3,29,4,23,16,LAX,ATL,1946,DL
1,10,16,2,22,19,MSP,IAH,1034,NW
1,12,13,4,19,16,ORD,DFW,802,UA
0,9,30,7,21,20,BWI,BOS,370,FL
0,2,14,3,22,19,LAX,DEN,862,AA
1,2,15,4,13,11,JFK,MSP,1028,NW
0,5,30,3,21,18,IAH,ORD,925,CO
1,8,24,5,23,21,CLT,DTW,500,US
0,12,2,7,12,11,CLT,MCO,468,US
1,4,24,2,20,17,EWR,IAH,1400,CO
0,11,11,7,0,22,ATL,LAS,1747,DL
0,12,17,1,10,8,EWR,ATL,745,DL
1,9,29,6,19,16,PHL,SFO,2521,US
0,1,17,3,17,14,MSP,IAH,1034,CO
1,10,26,5,22,20,IAD,BOS,413,B6
1,6,29,5,18,14,DFW,ATL,732,AA
0,8,19,7,23,21,IAH,SFO,1635,CO
1,11,14,3,19,18,CVG,DFW,812,MQ
0,11,6,2,23,19,IAH,BWI,1235,CO
1,10,16,2,17,15,PHX,SFO,651,UA
0,8,5,7,13,6,SAN,ATL,1891,DL
1,12,18,2,8,7,ATL,DTW,594,EV
0,8,5,7,16,15,CVG,BWI,430,OH
1,7,13,5,22,20,IAH,SAN,1303,CO
0,12,18,2,16,9,LAS,ATL,1747,DL
0,11,25,7,21,18,LGA,CLT,544,US
1,9,13,4,19,17,CLT,JFK,541,B6
1,2,6,2,23,20,ORD,DCA,612,AA
1,9,10,1,14,8,SEA,DFW,1660,AS
0,3,21,3,7,6,BOS,ORD,867,UA
1,1,17,3,18,17,DFW,DEN,641,AA
1,2,23,5,17,16,DFW,DEN,641,F9
0,12,12,3,18,15,EWR,MCO,938,CO
0,10,2,2,15,12,ORD,PHL,678,AA
0,10,2,2,13,12,LAS,PHX,256,WN
0,11,25,7,9,6,LGA,IAH,1416,CO
0,11,15,4,8,5,ORD,PHL,678,US
0,3,27,2,20,15,SLC,ATL,1589,DL
1,6,29,5,16,15,LGA,ORD,733,AA
0,4,19,4,13,12,LAS,LAX,236,MQ
0,6,14,4,13,12,DFW,DEN,641,UA
1,1,21,7,20,15,PHX,ORD,1440,US
1,2,14,3,20,18,IAD,ATL,533,FL
1,8,1,3,21,18,PHL,DFW,1302,AA
1,11,4,7,22,20,CLT,JFK,541,YV
1,11,12,1,6,22,SFO,JFK,2586,UA
0,10,23,2,23,17,DEN,EWR,1605,CO
0,9,27,4,16,15,SAN,LAS,258,WN
1,3,8,4,12,10,ORD,SAN,1723,AA
1,9,17,1,19,18,PHL,BOS,280,US
1,3,19,1,18,11,LAX,CVG,1900,DL
0,11,18,7,0,22,CLT,EWR,529,YV
0,9,9,7,19,16,DEN,IAH,861,UA
1,10,30,2,19,18,LAS,SAN,258,WN
0,4,24,2,20,13,LAX,ATL,1946,DL
0,8,17,5,13,11,BWI,MCO,787,WN
0,2,15,4,10,9,DTW,DEN,1123,NW
1,10,5,5,6,22,SFO,JFK,2586,AA
1,11,12,1,19,17,LGA,ATL,761,FL
0,8,6,1,12,9,ATL,PHL,665,DL
0,8,25,6,18,11,PHX,DTW,1671,US
0,4,9,1,23,21,LGA,DEN,1619,F9
1,12,8,6,11,11,PHX,LAS,256,US
1,1,28,7,20,17,ORD,SLC,1249,AA
0,9,24,1,0,21,SEA,LAS,866,AS
1,12,6,4,20,16,PHX,DFW,868,AA
1,12,1,6,15,13,ORD,DTW,235,NW
0,7,11,3,16,13,ORD,CLT,599,UA
1,12,2,7,22,16,DEN,BWI,1491,UA
0,5,13,7,12,10,DFW,ORD,802,OO
0,1,5,5,12,9,ORD,SLC,1249,UA
0,12,1,6,20,13,LAS,DTW,1750,US
1,12,28,5,9,7,PHL,ATL,665,DL
1,9,14,5,18,16,ATL,SAN,1891,DL
1,11,30,5,12,9,ORD,IAH,925,CO
0,9,16,7,6,21,LAX,BOS,2611,DL
0,12,19,3,9,7,CVG,CLT,335,OH
1,5,16,3,22,21,MSP,SAN,1532,NW
0,10,9,2,17,15,DEN,SFO,967,UA
1,11,19,1,20,18,DFW,ORD,802,AA
0,9,7,5,13,12,IAD,ORD,589,UA
0,10,10,3,20,17,DEN,MDW,895,F9
0,7,4,3,14,13,SLC,DEN,391,F9
1,3,16,5,9,7,CLT,PHX,1774,US
0,6,22,5,13,10,IAH,ATL,689,EV
1,9,9,7,20,13,PHX,CLT,1774,US
1,3,24,6,15,15,DTW,MSP,528,NW
0,12,26,3,14,8,LAX,DFW,1235,AA
0,12,18,2,8,7,IAH,LAS,1222,CO
0,9,14,5,23,21,LAS,DEN,629,F9
0,8,15,3,13,12,ATL,DFW,732,AA
1,10,12,5,21,18,LGA,DFW,1389,AA
1,12,13,4,13,10,LGA,IAH,1416,CO
1,2,25,7,17,15,LAS,PHX,256,WN
0,11,4,7,22,20,ATL,BOS,946,DL
0,1,22,1,18,15,SAN,DEN,853,UA
0,4,3,2,9,7,ATL,DCA,547,DL
0,12,29,6,19,17,PHL,MSP,980,NW
1,1,14,7,18,15,ORD,CVG,264,OO
1,1,19,5,16,14,CLT,DFW,936,US
0,7,3,2,17,14,LAX,DEN,862,F9
1,10,2,2,19,16,ORD,CLT,599,US
0,9,11,2,12,11,DEN,SAN,853,UA
0,7,21,6,18,16,ATL,DTW,594,FL
1,12,9,7,12,10,DEN,MSP,680,UA
1,12,9,7,19,16,IAH,MSP,1034,NW
1,1,20,6,15,14,BWI,EWR,169,XE
0,8,19,7,12,10,MCO,DFW,984,AA
0,2,6,2,16,13,BOS,SFO,2704,UA
0,8,13,1,10,9,CVG,LGA,585,OH
0,5,10,4,11,8,ORD,MCO,1005,UA
1,11,16,5,21,18,ORD,EWR,719,UA
0,12,19,3,13,10,DEN,MSP,680,UA
0,11,18,7,15,13,LGA,DCA,214,MQ
1,3,2,5,18,16,BOS,DTW,632,NW
0,10,5,5,21,19,PHL,ORD,678,UA
1,8,17,5,19,17,MSP,SLC,991,NW
1,12,18,2,16,10,DEN,LGA,1619,F9
0,5,28,1,13,10,SLC,DFW,988,DL
1,10,12,5,21,20,LAX,SFO,337,AS
1,11,28,3,15,13,LAX,SLC,590,DL
0,6,20,3,21,19,EWR,DTW,487,NW
0,9,1,6,13,10,DFW,ATL,732,DL
1,12,26,3,21,20,CLT,DEN,1337,US
0,10,14,7,12,10,IAH,LAX,1379,CO
1,5,29,2,7,23,SEA,PHL,2378,US
1,12,6,4,18,15,PHL,LAS,2176,US
0,3,3,6,18,15,MCO,BOS,1121,DL
0,12,16,7,16,11,SEA,DFW,1660,AA
0,10,24,3,20,19,LGA,ORD,733,UA
0,3,19,1,16,12,PHX,IAH,1009,US
1,11,12,1,0,20,DFW,EWR,1372,AA
1,12,21,5,17,15,PHL,MCO,861,FL
1,12,9,7,7,7,DEN,LAS,629,F9
1,10,9,2,19,17,BWI,MCO,787,WN
1,12,9,7,10,8,DCA,LAS,2089,US
0,12,9,7,17,15,MCO,BWI,787,WN
0,2,21,3,18,12,PHX,BWI,1999,WN
1,11,16,5,20,17,EWR,SAN,2425,CO
0,5,22,2,13,11,MCO,BWI,787,WN
0,9,17,1,14,12,LAX,PHX,370,US
0,12,28,5,21,20,EWR,ORD,719,UA
0,6,23,6,16,14,BWI,MSP,936,NW
0,9,21,5,9,6,LAX,DEN,862,F9
0,4,20,5,19,18,PHX,LAX,370,WN
1,3,20,2,17,15,CVG,EWR,569,OH
1,12,16,7,21,19,ATL,LAX,1946,DL
1,11,20,2,16,15,ORD,MSP,334,UA
1,2,21,3,13,11,PHL,ORD,678,US
0,11,16,5,9,7,EWR,ORD,719,AA
1,12,23,7,17,17,DTW,ORD,235,NW
1,1,14,7,13,11,ORD,SLC,1249,AA
0,3,27,2,23,18,LAS,MDW,1521,WN
1,3,17,6,14,12,ORD,SFO,1846,UA
0,12,25,2,17,13,IAH,CVG,871,XE
1,12,22,6,18,13,DEN,JFK,1626,B6
1,11,16,5,19,13,SFO,DFW,1464,AA
1,10,2,2,15,13,DFW,SEA,1660,AA
0,10,17,3,16,14,ORD,LAX,1745,AA
1,11,19,1,11,9,CVG,LGA,585,MQ
1,8,7,2,17,11,PHX,ORD,1440,AA
0,5,9,3,11,10,ATL,DFW,732,AA
0,3,30,5,13,11,SAN,LAS,258,WN
1,11,12,1,20,15,DFW,EWR,1372,CO
1,10,22,1,19,14,LAS,DFW,1055,AA
0,4,24,2,9,7,LGA,CLT,544,OH
1,12,21,5,22,20,ATL,PHL,665,FL
0,11,10,6,21,16,LAX,DFW,1235,AA
1,6,28,4,23,21,ATL,SLC,1589,DL
0,1,28,7,22,20,CVG,DCA,411,OH
1,9,17,1,0,20,DFW,DCA,1192,AA
1,8,7,2,11,9,CLT,DTW,500,NW
0,12,31,1,0,22,CLT,DFW,936,US
0,9,24,1,20,17,EWR,DEN,1605,CO
1,12,25,2,17,15,DEN,SFO,967,UA
1,10,11,4,19,17,DCA,BOS,399,US
0,10,9,2,18,15,ORD,CLT,599,UA
1,10,4,4,17,12,DFW,PHL,1302,US
0,12,12,3,12,11,PHX,SAN,304,WN
0,9,13,4,20,19,BWI,BOS,370,OH
0,12,18,2,15,14,CLT,ATL,227,DL
1,3,27,2,7,22,SFO,JFK,2586,DL
1,12,21,5,23,21,IAH,SFO,1635,CO
1,9,18,2,16,15,DTW,MSP,528,NW
0,6,29,5,23,21,CLT,BWI,361,US
1,12,2,7,17,11,SFO,ORD,1846,AA
0,7,31,2,13,7,SEA,IAH,1874,CO
0,11,7,3,10,8,EWR,ORD,719,CO
1,12,27,4,13,11,BWI,MCO,787,FL
0,9,10,1,7,6,EWR,ORD,719,UA
1,9,12,3,20,18,CLT,DFW,936,AA
0,4,19,4,16,15,PHX,SAN,304,WN
1,11,18,7,18,17,LAS,SFO,414,UA
0,2,23,5,14,11,ORD,ATL,606,AA
0,10,31,3,14,10,DEN,CVG,1069,OO
