doc_id,class,class_name,text
doc00023,5,Ronald Reagan,"Mr. Speaker, Mr. President, distinguished Members of Congress, honored guests, and fellow citizens:   Only a month ago I was your guest in this historic building, and I pledged to you my cooperation in doing what is right for this Nation that we all love so much. I'm here tonight to reaffirm that pledge and to ask that we share in restoring the promise that is offered to every citizen by this, the last, best hope of man on Earth. All of us are aware of the punishing inflation which has for the first time in 60 years held to double-digit figures for 2 years in a row."
doc00024,3,Lyndon B. Johnson,NA NA NA NA NA
doc00025,4,Richard M. Nixon,"As we have throughout this century, we must continue our profound concern for advancing peace and freedom, by the most effective means possible, even as we shift somewhat our view of what means are most effective. This is our policy:   --We will maintain a nuclear deterrent adequate to meet any threat to the security of the United States or of our allies.--We will help other nations develop the capability of defending themselves.--We will faithfully honor all of our treaty commitments.--We will act to defend our interests whenever and wherever they are threatened any place in the world.--But where our interests or our treaty commitments are not involved our role will be limited.--We will not intervene militarily.--But we will use our influence to prevent war.--If war comes we will use our influence to try to stop it.--Once war is over we will do our share in helping to bind up the wounds of those who have participated in it. OPENING NEW LINES OF COMMUNICATION   Even as we seek to deal more realistically with our partners, so we must also deal more realistically with those who have been our adversaries. In the last year we have made a number of notable advances toward this goal. In our dealings with the Soviet Union, for example, we have been able, together with our allies, to reach an historic agreement concerning Berlin."
doc00026,3,Lyndon B. Johnson,NA NA NA NA NA
doc00027,1,Dwight D. Eisenhower,"However, this effort will not in itself assure our people of an adequate highway system. On my recommendation, this problem has been carefully considered by the Conference of State Governors and by a special Advisory Committee on a National Highway Program, composed of leading private citizens. I have received the recommendations of the Governors' Conference and will shortly receive the views of the special Advisory Committee. Aided by their findings, I shall submit on January 27th detailed recommendations which will meet our most pressing national highway needs. In further recognition of the importance of transportation to our economic strength and security, the Administration, through a Cabinet committee, is thoroughly examining existing Federal transportation policies to determine their effect on the adequacy of transportation services."
doc00028,3,Lyndon B. Johnson,NA NA NA NA NA
doc00029,2,Harry S Truman,"FINANCIAL REQUIREMENTS AND TAXPOLICY   Recommendations for tax legislation should be considered not only in the light of the financial requirements of the ensuing year, but also in the light of future years' financial requirements and a full consideration of economic conditions. Expenditures are estimated at nearly 36 billion dollars in the fiscal year 1947; they can hardly be expected to be reduced to less than 25 billion dollars in subsequent years. Net receipts in the fiscal year 1947 are estimated at 31.5 billion dollars. Included in this estimate are 2 billion dollars of receipts from disposal and rental of surplus property and 190 million dollars of receipts from renegotiation of wartime contracts. These sources of receipts will disappear in future years."
doc00030,5,Ronald Reagan,"We must bring down the deficits to ensure continued economic growth. In the budget that I will submit on February 1st, I will recommend measures that will reduce the deficit over the next 5 years. Many of these will be unfinished business from last year's budget. Some could be enacted quickly if we could join in a serious effort to address this problem. I spoke today with Speaker of the House O'Neill, Senate Majority Leader Baker, Senate Minority Leader Byrd, and House Minority Leader Michel."
doc00031,5,Ronald Reagan,"Speaker, and to Senate Majority Leader Robert Byrd, who brings 34 years of distinguished service to the Congress, may I say: Though there are changes in the Congress, America's interests remain the same. And I am confident that, along with Republican leaders Bob Michel and Bob Dole, this Congress can make history. Six years ago I was here to ask the Congress to join me in America's new beginning. Well, the results are something of which we can all be proud. Our inflation rate is now the lowest in a quarter of a century."
doc00032,4,Richard M. Nixon,"Let us see that the path we are traveling is wide, with room in it for all of us, and that its direction is toward a better Nation and a more peaceful world. Never has it mattered more that we go forward together. Look at this Chamber. The leadership of America is here today--the Supreme Court, the Cabinet, the Senate, the House of Representatives. Together, we hold the future of the Nation, and the conscience of the Nation in our hands."
doc00033,3,Lyndon B. Johnson,NA NA NA NA NA
doc00034,3,Lyndon B. Johnson,"A GROWING ECONOMY: BASIC POLICIES   First, we must keep our Nation prosperous. We seek full employment opportunity for every American citizen. I will present a budget designed to move the economy forward. More money will be left in the hands of the consumer by a substantial cut in excise taxes. We will continue along the path toward a balanced budget in a balanced economy."
doc00035,1,Dwight D. Eisenhower,"It takes actions and demonstrated integrity on both sides to create and sustain confidence. And confidence in a genuine disarmament agreement is vital, not only to the signers of the agreement, but also to the millions of people all over the world who are weary of tensions and armaments. I say once more, to all peoples, that we will always go the extra mile with anyone on earth if it will bring us nearer a genuine peace. CONCLUSION   These, then, are the ways in which we must funnel our energies more efficiently into the task of advancing security and peace. These actions demand and expect two things of the American people: sacrifice, and a high degree of understanding."
doc00036,1,Dwight D. Eisenhower,"(4) The policy we pursue will recognize the truth that no single country, even one so powerful as ours, can alone defend the liberty of all nations threatened by Communist aggression from without or subversion within. Mutual security means effective mutual cooperation. For the United States, this means that, as a matter of common sense and national interest, we shall give help to other nations in the measure that they strive earnestly to do their full share of the common task. No wealth of aid could compensate for poverty of spirit. The heart of every free nation must be honestly dedicated to the preserving of its own independence and security."
doc00037,1,Dwight D. Eisenhower,"For if we did only this, the future would hold nothing for the world but an Age of Terror. And so our second task is to do the constructive work of building a genuine peace. We must never become so preoccupied with our desire for military strength that we neglect those areas of economic development, trade, diplomacy, education, ideas and principles where the foundations of real peace must be laid. II. The threat to our safety, and to the hope of a peaceful world, can be simply stated."
doc00038,5,Ronald Reagan,"That we must not do. Let's be clear about where the deficit problem comes from. Contrary to the drumbeat we've been hearing for the last few months, the deficits we face are not rooted in defense spending. Taken as a percentage of the gross national product, our defense spending happens to be only about four-fifths of what it was in 1970. Nor is the deficit, as some would have it, rooted in tax cuts."
doc00039,4,Richard M. Nixon,"The Federal budget remains an essential tool in the fight against inflation. With the energy supply limitations we are experiencing and the price pressures they create, budget discipline is still required. I have noted with satisfaction that most Members of the Congress have also recognized the need for budgetary discipline, and that work is going forward to establish a more systematic budgeting procedure. The Congress devoted considerable effort in 1973 to developing a mechanism for coordinating its individual spending decisions with the budget as a whole. I continue to support this effort, although I have been troubled by some of the extraneous amendments which have been added to some of the measures for achieving this goal."
doc00040,2,Harry S Truman,"1 Executive Order 9808 (3 CFR, 1943-1948 Comp., p. 590.) NATURAL RESOURCES   In our responsibility to promote the general welfare of the people, we have always to consider the natural resources of our country. They are the foundation of our life. In the development of the great river systems of America there is the major opportunity of our generation to contribute to the increase of the national wealth."
doc00041,1,Dwight D. Eisenhower,"It continues a vigorous program of stockpiling strategic and critical materials and strengthening our mobilization base. The budget also contemplates the strategic concentration of our strength through redeployment of certain forces. It provides for reduction of forces in certain categories and their expansion in others, to fit them to the military realities of our time. These emphases in our defense planning have been made at my personal direction after long and thoughtful study. In my judgment, they will give our nation a defense accurately adjusted to the national need."
doc00042,3,Lyndon B. Johnson,"We therefore reduced appropriations almost $10 billion last session and expenditures over $4 billion. Now, that was in the budget last year. I ask the Congress to recognize that there are certain selected programs that meet the Nation's most urgent needs and they have increased. We have insisted that decreases in very desirable but less urgent programs be made before we would approve any increases. So I ask the Congress tonight:--to hold its appropriations to the budget requests, and   --to act responsibly early this year by enacting the tax surcharge which for the average American individual amounts to about a penny out of each dollar's income."
doc00043,4,Richard M. Nixon,"A NEW ERA IN INTERNATIONAL ECONOMICS   Just as we have entered a new period of negotiation in world politics, so we have also moved into a new period of negotiation on the international economic front. We expect these negotiations to help us build both a new international system for the exchange of money and a new system of international trade. These accomplishments, in turn, can open a new era of fair competition and constructive interdependence in the global economy. We have already made important strides in this direction. The realignment of exchange rates which was announced last month represents an important forward step--but now we also need basic long-range monetary reform."
doc00044,5,Ronald Reagan,"I mean schools that work, economic independence for the poor, restoring respect for family life and family values. Our third objective tonight is global: continuing the exciting economic and democratic revolutions we've seen around the world. Fourth and finally, our nation has remained at peace for nearly a decade and a half, as we move toward our goals of world prosperity and world freedom. We must protect that peace and deter war by making sure the next President inherits what you and I have a moral obligation to give that President: a national security that is unassailable and a national defense that takes full advantage of new technology and is fully funded. This is a full agenda."
doc00045,4,Richard M. Nixon,"After more than 10 years of military involvement, all of our troops have returned from Southeast Asia, and they have returned with honor. And we can be proud of the fact that our courageous prisoners of war, for whom a dinner was held in Washington tonight, that they came home with their heads high, on their feet and not on their knees. In our relations with the Soviet Union, we have turned away from a policy of confrontation to one of negotiation. For the first time since World War II, the world's two strongest powers are working together toward peace in the world. With the People's Republic of China after a generation of hostile isolation, we have begun a period of peaceful exchange and expanding trade."
doc00046,1,Dwight D. Eisenhower,"Our civil and social rights form a central part of the heritage we are striving to defend on all fronts and with all our strength. I believe with all my heart that our vigilant guarding of these rights is a sacred obligation binding upon every citizen. To be true to one's own freedom is, in essence, to honor and respect the freedom of all others. A cardinal ideal in this heritage we cherish is the equality of rights of all citizens of every race and color and creed. We know that discrimination against minorities persists despite our allegiance to this ideal."
doc00047,4,Richard M. Nixon,"Mr. Speaker, Mr. President, my colleagues in the Congress, our distinguished guests, my fellow Americans:   Twenty-five years ago I sat here as a freshman Congressman--along with Speaker Albert--and listened for the first time to the President address the State of the Union. I shall never forget that moment. The Senate, the diplomatic corps, the Supreme Court, the Cabinet entered the Chamber, and then the President of the United States."
doc00048,5,Ronald Reagan,"And over the next several months, our Congress and the Canadian Parliament can make the start of such a North American accord a reality. Our goal must be a day when the free flow of trade, from the tip of Tierra del Fuego to the Arctic Circle, unites the people of the Western Hemisphere in a bond of mutually beneficial exchange, when all borders become what the U.S.-Canadian border so long has been: a meeting place rather than a dividing line. This movement we see in so many places toward economic freedom is indivisible from the worldwide movement toward political freedom and against totalitarian rule. This global democratic revolution has removed the specter, so frightening a decade ago, of democracy doomed to permanent minority status in the world. In South and Central America, only a third of the people enjoyed democratic rule in 1976."
doc00049,2,Harry S Truman,"In some jurisdictional disputes, however, minority unions strike to compel employers to deal with them despite a legal duty to bargain with the majority union. Strikes to compel an employer to violate the law are inexcusable. Legislation to prevent such strikes is clearly desirable. Another form of inter-union disagreement is the jurisdictional strike involving the question of which labor union is entitled to perform a particular task. When rival unions are unable to settle such disputes themselves, provision must be made for peaceful and binding determination of the issues."
doc00050,2,Harry S Truman,"This is about the fifth time I have recommended it. We must adopt a program for the planned use of the petroleum reserves under the sea, which are--and must remain--vested in the Federal Government. We must extend our programs of soil conservation. We must place our forests on a sustained yield basis, and encourage the development of new sources of vital minerals. In all this we must make sure that the benefits of these public undertakings are directly available to the people."
doc00051,1,Dwight D. Eisenhower,"Many of the Federal, State and local agencies responsible for this work are, in their separate capacities, highly efficient. But public works activities are closely inter-related and have a substantial influence on the growth of the country. Moreover, in times of threatening economic contraction, they may become a valuable sustaining force. To these ends, efficient planning and execution of the nation's public works require both the coordination of Federal activities and effective cooperation with State and local governments. The Council of Economic Advisers, through its public works planning section, has made important advances during the past year in effecting this coordination and cooperation."
doc00052,3,Lyndon B. Johnson,"Our cities and our towns are being pressed for funds to meet the needs of their growing populations. So I believe an urban development bank should be created by the Congress. This bank could obtain resources through the issuance of taxable bonds and it could then lend these resources at reduced rates to the communities throughout the land for schools, hospitals, parks, and other public facilities. Since we enacted the Social Security Act back in 1935, Congress has recognized the necessity to ""make more adequate provision for aged persons . . . through maternal and child welfare . . . and public health."" Those are the words of the Congress--""more adequate."""
doc00053,1,Dwight D. Eisenhower,"TAXES   The new budget provides for a lower level of taxation than has prevailed in preceding years. Six days ago individual income taxes were reduced and the excess profits tax expired. These tax reductions are justified only because of the substantial reductions we already have made and are making in governmental expenditures. As additional reductions in expenditures are brought gradually but surely into sight, further reductions in taxes can and will be made. When budget savings and sound governmental financing are assured, tax burdens should be reduced so that taxpayers may spend their own money in their own way."
doc00054,3,Lyndon B. Johnson,I propose that we increase the beauty of America and end the poisoning of our rivers and the air that we breathe. I propose that we carry out a new program to develop regions of our country that are now suffering from distress and depression. I propose that we make new efforts to control and prevent crime and delinquency. I propose that we eliminate every remaining obstacle to the right and the opportunity to vote. I propose that we honor and support the achievements of thought and the creations of art.
doc00055,1,Dwight D. Eisenhower,Larger deficits seemed certain--deficits which would have depreciated the value of the dollar and pushed the cost of living still higher. But government waste and extravagance were searched out. Nonessential activities were dropped. Government expenses were carefully scrutinized. Total spending was cut by 14 billion dollars below the amount planned by the previous Administration for the fiscal year 1954.
doc00056,1,Dwight D. Eisenhower,"Hence we must not be swayed in our calculations either by groundless fear or by complacency. We must avoid extremes, for vacillation between extremes is inefficient, costly, and destructive of morale. In these days of unceasing technological advance, we must plan our defense expenditures systematically and with care, fully recognizing that obsolescence compels the never-ending replacement of older weapons with new ones. The defense budget for the coming year has been planned on the basis of these principles and considerations. Over these many months I have personally participated in its development."
doc00057,5,Ronald Reagan,"A successful program to achieve stable and and moderate growth patterns in the money supply will keep both inflation and interest rates down and restore vigor to our financial institutions and markets. This, then, is our proposalAmerica's new beginning: a program for economic recovery. I don't want it to be simply the plan of my administration. I'm here tonight to ask you to join me in making it our plan. Together we can embark on this road [applause] ."
doc00058,4,Richard M. Nixon,"I urge the Congress to approve this plan so that we can realize these substantial economies and these substantial benefits. Over the last several months, this administration has undertaken a major review of both the problems and the opportunities for American technology. Leading scientists and researchers from our universities and from industry have contributed to this study. One important conclusion we have reached is that much more needs to be known about the process of stimulating and applying research and development. In some cases, for example, the barriers to progress are financial."
doc00059,1,Dwight D. Eisenhower,"The national debt is now more than 265 billion dollars. In addition, the accumulated obligational authority of the Federal Government for future payment totals over 80 billion dollars. Even this amount is exclusive of large contingent liabilities, so numerous and extensive as to be almost beyond description. The bills for the payment of nearly all of the 80 billion dollars of obligations will be presented during the next 4 years. These bills, added to the current costs of government we must meet, make a formidable burden."
doc00060,4,Richard M. Nixon,"Our vigorous program to recruit more women for Federal service will be continued and intensified in the coming year. OPPORTUNITY FOR VETERANS   A grateful nation owes its servicemen and servicewomen every opportunity it can open to them when they return to civilian life. The Nation may be weary of war, but we dare not grow weary of doing right by those who have borne its heaviest burdens. The Federal Government is carrying out this responsibility in many ways: through the G.I. Bill for education-which will spend 2 1/2 times more in 1973 than in 1969; through home loan programs and disability and pension benefits-which also have been expanded; through better medical services--including strong new drug treatment programs; through its budget for veterans hospitals, which is already many times the 1969 level and will be stepped up further next year."
doc00061,4,Richard M. Nixon,"HELPING OUR VETERANS   Twenty-nine million Americans living today have given military service to their country. As a group, veterans are among our most productive citizens. Studies show that they generally have higher incomes, more education, and better health than non-veterans of the same age. We can be proud of the veterans' contributions, but we must also be concerned for those veterans and veterans' families who remain in need. The assistance provided to veterans and their families in recent years has been substantial:   --Total compensation payments for veterans disabled or killed in military service have been increased from $2.7 billion in 1969 to $3.9 billion in the coming fiscal year.   --Medical care in VA hospitals and clinics has been greatly improved and expanded, with ten new or replacement hospitals now in service and five more in preparation.   --Educational benefits per trainee have more than doubled since 1969.   --Last year two key measures--one expanding health care and the other improving the national cemetery system for veterans--were passed and signed into law.   --Of vital importance, the unemployment rate for Vietnam era veterans has been sliced from 11 percent in early 1871 to 4 percent by late 1973."
doc00062,4,Richard M. Nixon,"In the past 5 years, we have made more progress toward a lasting structure of peace in the world than in any comparable time in the Nation's history. We could not have made that progress if we had not maintained the military strength of America. Thomas Jefferson once observed that the price of liberty is eternal vigilance. By the same token, and for the same reason, in today's world the price of peace is a strong defense as far as the United States is concerned. In the past 5 years, we have steadily reduced the burden of national defense as a share of the budget, bringing it down from 44 percent in 1969 to 29 percent in the current year."
doc00063,5,Ronald Reagan,"The answer is yes. But we must begin now. We're in control here. There's nothing wrong with America that together we can't fix. I'm sure there'll be some who raise the old familiar cry, ""Don't touch my program; cut somewhere else."""
doc00064,1,Dwight D. Eisenhower,"None of its aspects is more demanding than the proper management of the public finances. I refer now not only to the indispensable virtues of plain honesty and trustworthiness but also to the prudent, effective and conscientious use of tax money. I refer also to the attitude of mind that makes efficient and economical service to the people a watchword in our government. Over the long term, a balanced budget is a sure index to thrifty management--in a home, in a business or in the Federal Government. When achievement of a balanced budget is for long put off in a business or home, bankruptcy is the result."
doc00065,4,Richard M. Nixon,"Speaker, and Mr. President, and my distinguished colleagues and our guests: I would like to add a personal word with regard to an issue that has been of great concern to all Americans over the past year. I refer, of course, to the investigations of the so-called Watergate affair. As you know, I have provided to the Special Prosecutor voluntarily a great deal of material. I believe that I have provided all the material that he needs to conclude his investigations and to proceed to prosecute the guilty and to clear the innocent."
doc00066,5,Ronald Reagan,There are a thousand sparks of genius in 50 States and a thousand communities around the Nation. It is time to nurture them and see which ones can catch fire and become guiding lights. States have begun to show us the way. They've demonstrated that successful welfare programs can be built around more effective child support enforcement practices and innovative programs requiring welfare recipients to work or prepare for work. Let us give the States more flexibility and encourage more reforms.
doc00067,2,Harry S Truman,"This has been done. In accord with Public Law 132 of the Seventy-ninth Congress, I have transmitted recommendations for additional rescissions for the current fiscal year of appropriations amounting to 5.8 billion dollars and of contract authorizations totaling 420 million dollars. The net reduction in authority to obligate will be 5.0 billion dollars, because, of the appropriations, 1.2 billion dollars will have to be restored in subsequent years to liquidate contract authorizations still on the books. The appropriations recommended for repeal include 2,827 million dollars for the Navy Department, 1,421 million dollars for the War Department, 850 million dollars for lend-lease, 384 million dollars for the War Shipping Administration, and 260 million dollars for the United States Maritime Commission. The contract authorizations proposed for repeal are for the Maritime Commission."
doc00068,4,Richard M. Nixon,"I am presenting only vital programs which are within the capacity of this Congress to enact, within the capacity of the budget to finance, and which I believe should be above partisanship--programs which deal with urgent priorities for the Nation, which should and must be the subject of bipartisan action by this Congress in the interests of the country in 1972. When I took the oath of office on the steps of this building just 3 years ago today, the Nation was ending one of the most tortured decades in its history. The 1960's were a time of great progress in many areas. But as we all know, they were also times of great agony--the agonies of war, of inflation, of rapidly rising crime, of deteriorating titles, of hopes raised and disappointed, and of anger and frustration that led finally to violence and to the worst civil disorder in a century. I recall these troubles not to point any fingers of blame."
doc00069,4,Richard M. Nixon,"Our record over these past five years includes the vigorous enforcement of air quality legislation and of strengthened water quality and pesticide control legislation, the enactment of new authorities to control noise and ocean dumping, regulations to prevent oil and other spills in our ports and waterways, and legislation establishing major new parks, recreation and wilderness areas. We have also tried to reorganize the Federal structure in ways that are more responsive to environmental needs. The National Environmental Policy Act, passed in 1969, has provided a basis for reform in our Federal agencies and has given citizens a greater opportunity to contribute to environmental decisions. In 1970, I established the Environmental Protection Agency and National Oceanic and Atmospheric Administration to provide more coordinated and vigorous environmental management. Also in that year, I appointed the first Council on Environmental Quality."
doc00070,3,Lyndon B. Johnson,NA NA NA NA NA
doc00071,1,Dwight D. Eisenhower,"It must be kept so. In developing improvements in the system, we must give the most careful consideration to population and social trends, and to fiscal requirements. With these considerations in mind, the Administration will present its recommendations for further expansion of coverage and other steps which can be taken wisely at this time. Other needs in the area of social welfare include increased child welfare services, extension of the program of aid to dependent children, intensified attack on juvenile delinquency, and special attention to the problems of mentally retarded children. The training of more skilled workers for these fields and the quest for new knowledge through research in social welfare are essential."
doc00072,5,Ronald Reagan,"Victories against poverty are greatest and peace most secure where people live by laws that ensure free press, free speech, and freedom to worship, vote, and create wealth. Our mission is to nourish and defend freedom and democracy, and to communicate these ideals everywhere we can. America's economic success is freedom's success; it can be repeated a hundred times in a hundred different nations. Many countries in east Asia and the Pacific have few resources other than the enterprise of their own people. But through low tax rates and free markets they've soared ahead of centralized economies."
doc00073,5,Ronald Reagan,"I thank the Congress for passing equal access legislation giving religious groups the same right to use classrooms after school that other groups enjoy. But no citizen need tremble, nor the world shudder, if a child stands in a classroom and breathes a prayer. We ask you again, give children back a right they had for a century and a half or more in this country. The question of abortion grips our nation. Abortion is either the taking of a human life or it isn't."
doc00074,1,Dwight D. Eisenhower,"For example, we now have it within our power to eradicate from the face of the earth that age-old scourge of mankind: malaria. We are embarking with other nations in an all-out five-year campaign to blot out this curse forever. We invite the Soviets to join with us in this great work of humanity. Indeed, we would be willing to pool our efforts with the Soviets in other campaigns against the diseases that are the common enemy of all mortals--such as cancer and heart disease. If people can get together on such projects, is it not possible that we could then go on to a full-scale cooperative program of Science for Peace?"
